[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
CCRTG[6].Ttcrtg116,"5,864","5,864","Subtotal (amount B3 plus amount C3)"
CCRTG[7].Ttcrtg76,"2019-03-31","2019-03-31","On:"
CCRTG[7].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[7].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[7].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[7].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[7].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[7].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[7].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[7].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[7].Ttcrtg16,"10,505","10,505","Taxable income for the year (DICs enter ""0"")"
CCRTG[7].Ttcrtg17,"10,505","10,505","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[7].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[7].Ttcrtg152,"2018-03-31","2018-03-31","First previous tax year"
CCRTG[7].Ttcrtg83,"3,505","3,505","Taxable income before specified future tax consequences from the current tax year"
CCRTG[7].Ttcrtg85,"3,505","3,505","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[7].Ttcrtg87,"3,505","3,505","Subtotal (amount B1 plus amount C1)"
CCRTG[7].Ttcrtg153,"2017-03-31","2017-03-31","Second previous tax year"
CCRTG[7].Ttcrtg97,"5,864","5,864","Taxable income before specified future tax consequences from the current tax year"
CCRTG[7].Ttcrtg99,"5,864","5,864","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[7].Ttcrtg101,"5,864","5,864","Subtotal (amount B2 plus amount C2)"
CCRTG[7].Ttcrtg154,"2016-03-31","2016-03-31","Third previous tax year"
CCRTG[7].Ttcrtg112,"8,350","8,350","Taxable income before specified future tax consequences from the current tax year"
CCRTG[7].Ttcrtg114,"8,350","8,350","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[7].Ttcrtg116,"8,350","8,350","Subtotal (amount B3 plus amount C3)"
CCRTG[8].Ttcrtg76,"2018-03-31","2018-03-31","On:"
CCRTG[8].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[8].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[8].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[8].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[8].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[8].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[8].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[8].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[8].Ttcrtg16,"3,505","3,505","Taxable income for the year (DICs enter ""0"")"
CCRTG[8].Ttcrtg17,"3,505","3,505","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[8].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[8].Ttcrtg152,"2017-03-31","2017-03-31","First previous tax year"
CCRTG[8].Ttcrtg83,"5,864","5,864","Taxable income before specified future tax consequences from the current tax year"
CCRTG[8].Ttcrtg85,"5,864","5,864","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[8].Ttcrtg87,"5,864","5,864","Subtotal (amount B1 plus amount C1)"
CCRTG[8].Ttcrtg153,"2016-03-31","2016-03-31","Second previous tax year"
CCRTG[8].Ttcrtg97,"8,350","8,350","Taxable income before specified future tax consequences from the current tax year"
CCRTG[8].Ttcrtg99,"8,350","8,350","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[8].Ttcrtg101,"8,350","8,350","Subtotal (amount B2 plus amount C2)"
CCRTG[8].Ttcrtg154,"2015-03-31","2015-03-31","Third previous tax year"
CCRTG[8].Ttcrtg112,"8,832","8,832","Taxable income before specified future tax consequences from the current tax year"
CCRTG[8].Ttcrtg114,"8,832","8,832","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[8].Ttcrtg116,"8,832","8,832","Subtotal (amount B3 plus amount C3)"
CCRTG[9].Ttcrtg76,"2017-03-31","2017-03-31","On:"
CCRTG[9].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[9].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[9].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[9].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[9].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[9].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[9].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[9].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[9].Ttcrtg16,"5,864","5,864","Taxable income for the year (DICs enter ""0"")"
CCRTG[9].Ttcrtg17,"5,864","5,864","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[9].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[9].Ttcrtg152,"2016-03-31","2016-03-31","First previous tax year"
CCRTG[9].Ttcrtg83,"8,350","8,350","Taxable income before specified future tax consequences from the current tax year"
CCRTG[9].Ttcrtg85,"8,350","8,350","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[9].Ttcrtg87,"8,350","8,350","Subtotal (amount B1 plus amount C1)"
CCRTG[9].Ttcrtg153,"2015-03-31","2015-03-31","Second previous tax year"
CCRTG[9].Ttcrtg97,"8,832","8,832","Taxable income before specified future tax consequences from the current tax year"
CCRTG[9].Ttcrtg99,"8,832","8,832","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[9].Ttcrtg101,"8,832","8,832","Subtotal (amount B2 plus amount C2)"
CCRTG[9].Ttcrtg154,"2014-03-31","2014-03-31","Third previous tax year"
CCRTG[9].Ttcrtg112,"13,394","13,394","Taxable income before specified future tax consequences from the current tax year"
CCRTG[9].Ttcrtg114,"13,394","13,394","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[9].Ttcrtg116,"13,394","13,394","Subtotal (amount B3 plus amount C3)"
CCRTG[10].Ttcrtg76,"2016-03-31","2016-03-31","On:"
CCRTG[10].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[10].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[10].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[10].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[10].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[10].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[10].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[10].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[10].Ttcrtg16,"8,350","8,350","Taxable income for the year (DICs enter ""0"")"
CCRTG[10].Ttcrtg17,"8,350","8,350","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[10].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[10].Ttcrtg152,"2015-03-31","2015-03-31","First previous tax year"
CCRTG[10].Ttcrtg83,"8,832","8,832","Taxable income before specified future tax consequences from the current tax year"
CCRTG[10].Ttcrtg85,"8,832","8,832","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[10].Ttcrtg87,"8,832","8,832","Subtotal (amount B1 plus amount C1)"
CCRTG[10].Ttcrtg153,"2014-03-31","2014-03-31","Second previous tax year"
CCRTG[10].Ttcrtg97,"13,394","13,394","Taxable income before specified future tax consequences from the current tax year"
CCRTG[10].Ttcrtg99,"13,394","13,394","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[10].Ttcrtg101,"13,394","13,394","Subtotal (amount B2 plus amount C2)"
CCRTG[10].Ttcrtg154,"2013-03-31","2013-03-31","Third previous tax year"
CCRTG[10].Ttcrtg112,"8,548","8,548","Taxable income before specified future tax consequences from the current tax year"
CCRTG[10].Ttcrtg114,"8,548","8,548","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[10].Ttcrtg116,"8,548","8,548","Subtotal (amount B3 plus amount C3)"
CCRTG[11].Ttcrtg76,"2015-03-31","2015-03-31","On:"
CCRTG[11].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[11].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[11].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[11].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[11].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[11].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[11].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[11].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[11].Ttcrtg16,"8,832","8,832","Taxable income for the year (DICs enter ""0"")"
CCRTG[11].Ttcrtg17,"8,832","8,832","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[11].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[11].Ttcrtg152,"2014-03-31","2014-03-31","First previous tax year"
CCRTG[11].Ttcrtg83,"13,394","13,394","Taxable income before specified future tax consequences from the current tax year"
CCRTG[11].Ttcrtg85,"13,394","13,394","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[11].Ttcrtg87,"13,394","13,394","Subtotal (amount B1 plus amount C1)"
CCRTG[11].Ttcrtg153,"2013-03-31","2013-03-31","Second previous tax year"
CCRTG[11].Ttcrtg97,"8,548","8,548","Taxable income before specified future tax consequences from the current tax year"
CCRTG[11].Ttcrtg99,"8,548","8,548","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[11].Ttcrtg101,"8,548","8,548","Subtotal (amount B2 plus amount C2)"
CCRTG[11].Ttcrtg154,"2012-03-31","2012-03-31","Third previous tax year"
CCRTG[11].Ttcrtg112,"5,527","5,527","Taxable income before specified future tax consequences from the current tax year"
CCRTG[11].Ttcrtg114,"5,527","5,527","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[11].Ttcrtg116,"5,527","5,527","Subtotal (amount B3 plus amount C3)"
CCRTG[12].Ttcrtg76,"2014-03-31","2014-03-31","On:"
CCRTG[12].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[12].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[12].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[12].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[12].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[12].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[12].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[12].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[12].Ttcrtg16,"13,394","13,394","Taxable income for the year (DICs enter ""0"")"
CCRTG[12].Ttcrtg17,"13,394","13,394","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[12].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[12].Ttcrtg152,"2013-03-31","2013-03-31","First previous tax year"
CCRTG[12].Ttcrtg83,"8,548","8,548","Taxable income before specified future tax consequences from the current tax year"
CCRTG[12].Ttcrtg85,"8,548","8,548","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[12].Ttcrtg87,"8,548","8,548","Subtotal (amount B1 plus amount C1)"
CCRTG[12].Ttcrtg153,"2012-03-31","2012-03-31","Second previous tax year"
CCRTG[12].Ttcrtg97,"5,527","5,527","Taxable income before specified future tax consequences from the current tax year"
CCRTG[12].Ttcrtg99,"5,527","5,527","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[12].Ttcrtg101,"5,527","5,527","Subtotal (amount B2 plus amount C2)"
CCRTG[12].Ttcrtg154,"2011-03-31","2011-03-31","Third previous tax year"
CCRTG[13].Ttcrtg76,"2013-03-31","2013-03-31","On:"
CCRTG[13].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[13].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[13].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[13].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[13].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[13].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[13].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[13].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[13].Ttcrtg16,"8,548","8,548","Taxable income for the year (DICs enter ""0"")"
CCRTG[13].Ttcrtg17,"8,548","8,548","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[13].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[13].Ttcrtg152,"2012-03-31","2012-03-31","First previous tax year"
CCRTG[13].Ttcrtg83,"5,527","5,527","Taxable income before specified future tax consequences from the current tax year"
CCRTG[13].Ttcrtg85,"5,527","5,527","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[13].Ttcrtg87,"5,527","5,527","Subtotal (amount B1 plus amount C1)"
CCRTG[13].Ttcrtg153,"2011-03-31","2011-03-31","Second previous tax year"
CCRTG[13].Ttcrtg154,"2010-03-31","2010-03-31","Third previous tax year"
CCRTG[14].Ttcrtg76,"2012-03-31","2012-03-31","On:"
CCRTG[14].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[14].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[14].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[14].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[14].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[14].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[14].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[14].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[14].Ttcrtg16,"5,527","5,527","Taxable income for the year (DICs enter ""0"")"
CCRTG[14].Ttcrtg17,"5,527","5,527","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[14].Ttcrtg20,"0.70497","0.70497","Nominal rate"
CCRTG[14].Ttcrtg152,"2011-03-31","2011-03-31","First previous tax year"
CCRTG[14].Ttcrtg153,"2010-03-31","2010-03-31","Second previous tax year"
CCRTG[14].Ttcrtg154,"2009-03-31","2009-03-31","Third previous tax year"
CCRTG[15].Ttcrtg76,"2011-03-31","2011-03-31","On:"
CCRTG[15].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[15].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[15].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[15].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[15].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[15].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[15].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[15].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[15].Ttcrtg20,"0.69247","0.69247","Nominal rate"
CCRTG[15].Ttcrtg152,"2010-03-31","2010-03-31","First previous tax year"
CCRTG[15].Ttcrtg153,"2009-03-31","2009-03-31","Second previous tax year"
CCRTG[15].Ttcrtg154,"2008-03-31","2008-03-31","Third previous tax year"
CCRTG[16].Ttcrtg76,"2010-03-31","2010-03-31","On:"
CCRTG[16].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[16].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[16].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[16].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[16].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[16].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[16].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[16].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[16].Ttcrtg20,"0.68247","0.68247","Nominal rate"
CCRTG[16].Ttcrtg152,"2009-03-31","2009-03-31","First previous tax year"
CCRTG[16].Ttcrtg153,"2008-03-31","2008-03-31","Second previous tax year"
CCRTG[16].Ttcrtg154,"2007-03-31","2007-03-31","Third previous tax year"
CCRTG[17].Ttcrtg76,"2009-03-31","2009-03-31","On:"
CCRTG[17].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[17].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[17].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[17].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[17].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[17].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[17].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[17].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[17].Ttcrtg20,"0.68000","0.68000","Nominal rate"
CCRTG[17].Ttcrtg152,"2008-03-31","2008-03-31","First previous tax year"
CCRTG[17].Ttcrtg153,"2007-03-31","2007-03-31","Second previous tax year"
CCRTG[17].Ttcrtg154,"2006-03-31","2006-03-31","Third previous tax year"
CCRTG[17].Ttcrtg112,"15,905","15,905","Taxable income before specified future tax consequences from the current tax year"
CCRTG[17].Ttcrtg114,"15,905","15,905","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[17].Ttcrtg116,"15,905","15,905","Subtotal (amount B3 plus amount C3)"
CCRTG[18].Ttcrtg76,"2008-03-31","2008-03-31","On:"
CCRTG[18].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[18].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[18].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[18].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[18].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[18].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[18].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[18].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[18].Ttcrtg20,"0.68000","0.68000","Nominal rate"
CCRTG[18].Ttcrtg152,"2007-03-31","2007-03-31","First previous tax year"
CCRTG[18].Ttcrtg153,"2006-03-31","2006-03-31","Second previous tax year"
CCRTG[18].Ttcrtg97,"15,905","15,905","Taxable income before specified future tax consequences from the current tax year"
CCRTG[18].Ttcrtg99,"15,905","15,905","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[18].Ttcrtg101,"15,905","15,905","Subtotal (amount B2 plus amount C2)"
CCRTG[18].Ttcrtg154,"2005-03-31","2005-03-31","Third previous tax year"
CCRTR.SLIPA[1].TtcrtrA60,"N","","Was the corporation a substantive CCPC at any time in its preceding taxation year?"
CCRTR.SLIPA[1].TtcrtrA59,"Y","","Was the corporation a CCPC during its preceding taxation year?"
MJRAW.SLIPA[2].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[2].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[3].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[3].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[4].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[4].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[5].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[5].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[6].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[6].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[7].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[7].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[8].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[8].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[9].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[9].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[10].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[10].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[11].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[11].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[12].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[12].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[13].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[13].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[14].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[14].TtwrawA257,"","","Total ventilation expense"
MJRAW.SLIPA[15].TtwrawA134,"","","Percentage assigned under the agreement"
MJRAW.SLIPA[15].TtwrawA257,"","","Total ventilation expense"
CIITP.Ttiitp14,"0","","Number of covered workers paid below the prevailing wage requirements"
CIITP.Ttiitp15,"0","","Total number of days that covered workers were paid below the prevailing wage requirements"
CIITP.Ttiitp17,"0","","Total hours of labour required to be performed by apprentices registered in a Red Seal trade"
CIITP.Ttiitp18,"0","","Total hours of labour performed by apprentices registered in a Red Seal trade plus any other hours for which you met the apprenticeship requirements in paragraph 127.46(5)(a) or (b)"
fddab.SLIPA[1].TtwdabA1,"2006-03-31","2006-03-31","Tax year-end, or relevant date"
fddab.SLIPA[2].TtwdabA1,"2007-03-31","2007-03-31","Tax year-end, or relevant date"
fddab.SLIPA[3].TtwdabA1,"2008-03-31","2008-03-31","Tax year-end, or relevant date"
fddab.SLIPA[4].TtwdabA1,"2009-03-31","2009-03-31","Tax year-end, or relevant date"
fddab.SLIPA[5].TtwdabA1,"2010-03-31","2010-03-31","Tax year-end, or relevant date"
fddab.SLIPA[6].TtwdabA1,"2011-03-31","2011-03-31","Tax year-end, or relevant date"
fddab.SLIPA[7].TtwdabA1,"2012-03-31","2012-03-31","Tax year-end, or relevant date"
fddab.SLIPA[8].TtwdabA1,"2013-03-31","2013-03-31","Tax year-end, or relevant date"
fddab.SLIPD[1].TtwdabD1,"2006-03-31","2006-03-31","Tax year-end"
fddab.SLIPD[2].TtwdabD1,"2007-03-31","2007-03-31","Tax year-end"
fddab.SLIPD[3].TtwdabD1,"2008-03-31","2008-03-31","Tax year-end"
fddab.SLIPD[4].TtwdabD1,"2009-03-31","2009-03-31","Tax year-end"
fddab.SLIPD[5].TtwdabD1,"2010-03-31","2010-03-31","Tax year-end"
fddab.SLIPD[6].TtwdabD1,"2011-03-31","2011-03-31","Tax year-end"
fddab.SLIPD[7].TtwdabD1,"2012-03-31","2012-03-31","Tax year-end"
fddab.SLIPD[8].TtwdabD1,"2013-03-31","2013-03-31","Tax year-end"
RSNPO.Ttanpo7,"4540 Papineau","4540 Papineau","Mailing address"
RSNPO.Ttanpo79,"QC","QC","Province"
RSNPO.Ttanpo11,"H2H 1V3","H2H 1V3","Postal code"
